meal_id,raw_ingredient,matched_food_id,confidence,score
IND_MEAL_172,Stuffed tomatoes (Bharwa tamatar),IND_FOOD_172,exact,1.0
IND_MEAL_172,Baked vegetables,IND_FOOD_191,exact,1.0
IND_MEAL_173,Pea potato curry (Aloo matar),IND_FOOD_173,exact,1.0
IND_MEAL_173,Spinach paneer (Palak paneer),IND_FOOD_198,exact,1.0
IND_MEAL_174,Pea paneer curry (Matar paneer),IND_FOOD_174,exact,1.0
IND_MEAL_174,Paneer in butter sauce,IND_FOOD_205,exact,1.0
IND_MEAL_175,Pea mushroom curry (Matar mushroom),IND_FOOD_175,exact,1.0
IND_MEAL_175,Pea keema curry (Matar keema ki sabzi),IND_FOOD_212,exact,1.0
IND_MEAL_176,Pea curry (Matar ki sabzi),IND_FOOD_176,exact,1.0
IND_MEAL_176,Shammi kebab,IND_FOOD_219,exact,1.0
IND_MEAL_177,Pea vadi curry,IND_FOOD_177,exact,1.0
IND_MEAL_177,Chilli chicken,IND_FOOD_226,exact,1.0
IND_MEAL_178,Paneer curry,IND_FOOD_178,exact,1.0
IND_MEAL_178,Fish tikka,IND_FOOD_233,exact,1.0
IND_MEAL_179,Lotus stem curry (Kamal kakdi curry),IND_FOOD_179,exact,1.0
IND_MEAL_179,Mixed pulse and vegetable salad,IND_FOOD_240,exact,1.0
IND_MEAL_180,Gravy for kofta,IND_FOOD_180,exact,1.0
IND_MEAL_180,Fruit salad (Phalon ka salaad),IND_FOOD_247,exact,1.0
IND_MEAL_181,Pea kofta curry (Matar kofta curry),IND_FOOD_181,exact,1.0
IND_MEAL_181,Mint raita (Pudinay ka raita),IND_FOOD_254,exact,1.0
IND_MEAL_182,Spinach kofta curry (Palak kofta curry),IND_FOOD_182,exact,1.0
IND_MEAL_182,Rice kheer (Chawal ki kheer),IND_FOOD_261,exact,1.0
IND_MEAL_183,Paneer kofta curry,IND_FOOD_183,exact,1.0
IND_MEAL_183,Cauliflower kheer (Phoolgobhi ki kheer),IND_FOOD_268,exact,1.0
IND_MEAL_184,Lotus stem kofta curry (Kamal kakdi kofta curry),IND_FOOD_184,exact,1.0
IND_MEAL_184,Potato halwa (Aloo ka halwa),IND_FOOD_275,exact,1.0
IND_MEAL_185,Raw banana kofta curry (Kela kofta curry),IND_FOOD_185,exact,1.0
IND_MEAL_185,Mango ice cream,IND_FOOD_282,exact,1.0
IND_MEAL_186,Cauliflower kofta curry (Phoolgobhi kofta curry),IND_FOOD_186,exact,1.0
IND_MEAL_186,Pineapple souffle,IND_FOOD_289,exact,1.0
IND_MEAL_187,Cabbage kofta curry (Pattagobhi kofta curry),IND_FOOD_187,exact,1.0
IND_MEAL_187,Snow flakes pudding,IND_FOOD_296,exact,1.0
IND_MEAL_188,Ghiya/Lauki Kofta Curry,IND_FOOD_188,exact,1.0
IND_MEAL_188,Queen of pudding,IND_FOOD_303,exact,1.0
IND_MEAL_189,Spinach paneer kofta curry (Palak paneer kofta curry),IND_FOOD_189,exact,1.0
IND_MEAL_189,Hot vanilla souffle,IND_FOOD_310,exact,1.0
IND_MEAL_190,Vegetarian egg kofta curry,IND_FOOD_190,exact,1.0
IND_MEAL_190,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),IND_FOOD_317,exact,1.0
IND_MEAL_191,Baked vegetables,IND_FOOD_191,exact,1.0
IND_MEAL_191,Gulab Jamun with khoya,IND_FOOD_324,exact,1.0
IND_MEAL_192,Cauliflower musallam (Phoolgobhi musallam),IND_FOOD_192,exact,1.0
IND_MEAL_192,Spinach pakora/pakoda (Palak pakoda),IND_FOOD_331,exact,1.0
IND_MEAL_193,Baked vegetables with spinach,IND_FOOD_193,exact,1.0
IND_MEAL_193,Minced meat samosa (Keema ka samosa),IND_FOOD_338,exact,1.0
IND_MEAL_194,Baked potato with skin,IND_FOOD_194,exact,1.0
IND_MEAL_194,Fish cutlet (Machli ka cutlet),IND_FOOD_345,exact,1.0
IND_MEAL_195,Shepherd's pie (vegetarian),IND_FOOD_195,exact,1.0
IND_MEAL_195,Masala vada,IND_FOOD_352,exact,1.0
IND_MEAL_196,Baked brinjal in tomato sauce,IND_FOOD_196,exact,1.0
IND_MEAL_196,Peanut chutney (Mungfali ki chutney),IND_FOOD_359,exact,1.0
IND_MEAL_197,Dum aloo,IND_FOOD_197,exact,1.0
IND_MEAL_197,Pineapple tart,IND_FOOD_366,exact,1.0
IND_MEAL_198,Spinach paneer (Palak paneer),IND_FOOD_198,exact,1.0
IND_MEAL_198,Cream puffs,IND_FOOD_373,exact,1.0
IND_MEAL_199,Methi chaman,IND_FOOD_199,exact,1.0
IND_MEAL_199,Hot fish souffle,IND_FOOD_380,exact,1.0
IND_MEAL_200,Sarson ka saag,IND_FOOD_200,exact,1.0
IND_MEAL_200,Fruit Loaf,IND_FOOD_387,exact,1.0
