food_id,food_name,brand,categories,countries,collection_location,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,salt_g,nutriscore,nova_group,serving_size,quantity,source,core_nutrient_count,protein_per_100_kcal,fiber_per_100_kcal,sugar_ratio,fat_ratio,macro_total_g
168415,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",,,,USDA reference,,0.66,14.34,0.34,2.9,5.17,21.0,0.063,,,,,,USDA FoodData Central SR Legacy,6,,,0.36052998605299863,0.02216427640156454,15.34
168416,"Drumstick leaves, raw",,,,USDA reference,,9.4,8.28,1.4,2.0,,9.0,,,,,,,USDA FoodData Central SR Legacy,5,,,,0.07337526205450734,19.08
168417,"Drumstick leaves, cooked, boiled, drained, without salt",,,,USDA reference,,5.27,11.15,0.93,2.0,1.0,9.0,0.473,,,,,,USDA FoodData Central SR Legacy,6,,,0.08968609865470852,0.05360230547550432,17.35
168420,"Jute, potherb, cooked, boiled, drained, without salt",,,,USDA reference,,3.68,7.29,0.2,2.0,1.0,11.0,0.014,,,,,,USDA FoodData Central SR Legacy,6,,,0.13717421124828533,0.01790510295434199,11.17
168421,"Kale, raw",,,,USDA reference,,2.92,4.42,1.49,4.1,0.99,53.0,0.104,,,,,,USDA FoodData Central SR Legacy,6,,,0.2239819004524887,0.16874292185730463,8.83
168422,"Mushrooms, Chanterelle, raw",,,,USDA reference,,1.49,6.86,0.53,3.8,1.16,9.0,,,,,,,USDA FoodData Central SR Legacy,6,,,0.16909620991253643,0.05968468468468469,8.879999999999999
168423,"Mushrooms, morel, raw",,,,USDA reference,,3.12,5.1,0.57,2.8,0.6,21.0,0.052,,,,,,USDA FoodData Central SR Legacy,6,,,0.11764705882352941,0.06484641638225257,8.79
168424,"Kohlrabi, raw",,,,USDA reference,,1.7,6.2,0.1,3.6,2.6,20.0,0.007,,,,,,USDA FoodData Central SR Legacy,6,,,0.41935483870967744,0.0125,8.0
168425,"Kohlrabi, cooked, boiled, drained, without salt",,,,USDA reference,,1.8,6.69,0.11,1.1,2.8,21.0,0.008,,,,,,USDA FoodData Central SR Legacy,6,,,0.4185351270553064,0.012790697674418604,8.6
168426,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",,,,USDA reference,,0.81,7.62,0.2,1.0,2.11,10.0,0.003,,,,,,USDA FoodData Central SR Legacy,6,,,0.2769028871391076,0.023174971031286216,8.629999999999999
168429,"Lettuce, butterhead (includes boston and bibb types), raw",,,,USDA reference,,1.35,2.23,0.22,1.1,0.94,5.0,0.008,,,,,,USDA FoodData Central SR Legacy,6,,,0.42152466367713004,0.05789473684210526,3.8000000000000003
168430,"Lotus root, cooked, boiled, drained, without salt",,,,USDA reference,,1.58,16.02,0.07,3.1,0.5,45.0,0.014,,,,,,USDA FoodData Central SR Legacy,6,,,0.031210986267166042,0.003961516694963215,17.67
168431,"Lettuce, red leaf, raw",,,,USDA reference,,1.33,2.26,0.22,0.9,0.48,25.0,0.009,,,,,,USDA FoodData Central SR Legacy,6,,,0.21238938053097348,0.05774278215223097,3.81
168432,"Mountain yam, hawaii, raw",,,,USDA reference,,1.34,16.3,0.1,2.5,0.31,13.0,0.004,,,,,,USDA FoodData Central SR Legacy,6,,,0.019018404907975458,0.005636978579481398,17.740000000000002
168434,"Mushrooms, brown, italian, or crimini, raw",,,,USDA reference,,2.5,4.3,0.1,0.6,1.72,6.0,0.002,,,,,,USDA FoodData Central SR Legacy,6,,,0.4,0.014492753623188408,6.8999999999999995
168435,"Mushrooms, shiitake, stir-fried",,,,USDA reference,,3.45,7.68,0.35,3.6,0.3,5.0,0.0,,,,,,USDA FoodData Central SR Legacy,6,,,0.0390625,0.030487804878048783,11.479999999999999
168436,"Mushrooms, shiitake, dried",,,,USDA reference,,9.58,75.37,0.99,11.5,2.21,13.0,0.317,,,,,,USDA FoodData Central SR Legacy,6,,,0.02932201141037548,0.011519664882476147,85.94
168437,"Mushrooms, shiitake, cooked, without salt",,,,USDA reference,,1.56,14.39,0.22,2.1,3.84,4.0,0.07,,,,,,USDA FoodData Central SR Legacy,6,,,0.26685198054204307,0.013605442176870748,16.17
168438,"Mustard spinach, (tendergreen), raw",,,,USDA reference,,2.2,3.9,0.3,2.8,,21.0,0.138,,,,,,USDA FoodData Central SR Legacy,5,,,,0.046875,6.3999999999999995
168439,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",,,,USDA reference,,1.7,2.8,0.2,2.0,,14.0,,,,,,,USDA FoodData Central SR Legacy,5,,,,0.0425531914893617,4.7
168440,"New Zealand spinach, raw",,,,USDA reference,,1.5,2.5,0.2,1.5,0.29,130.0,0.005,,,,,,USDA FoodData Central SR Legacy,6,,,0.11599999999999999,0.047619047619047616,4.2
168441,"New Zealand spinach, cooked, boiled, drained, without salt",,,,USDA reference,,1.3,2.13,0.17,1.4,0.25,107.0,0.005,,,,,,USDA FoodData Central SR Legacy,6,,,0.11737089201877934,0.04722222222222223,3.5999999999999996
168442,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",,,,USDA reference,,2.24,24.81,4.66,1.9,0.2,332.0,3.164,,,,,,USDA FoodData Central SR Legacy,6,,,0.008061265618702138,0.14695679596341849,31.709999999999997
168443,"Potato wedges, frozen (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,,2.7,25.46,2.2,2.0,0.3,49.0,1.451,,,,,,USDA FoodData Central SR Legacy,6,,,0.01178318931657502,0.07246376811594203,30.36
168444,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",,,,USDA reference,,2.19,23.51,3.39,1.9,0.2,317.0,2.025,,,,,,USDA FoodData Central SR Legacy,6,,,0.008507018290089324,0.1165348917153661,29.090000000000003
168445,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",,,,USDA reference,,2.57,26.98,3.76,2.6,0.25,373.0,2.207,,,,,,USDA FoodData Central SR Legacy,6,,,0.009266123054114159,0.11287901531071749,33.31
168446,Potato flour,,,,USDA reference,,6.9,83.1,0.34,5.9,3.52,55.0,0.008,,,,,,USDA FoodData Central SR Legacy,6,,,0.04235860409145608,0.003763559884879345,90.34
168447,"Pumpkin leaves, cooked, boiled, drained, without salt",,,,USDA reference,,2.72,3.39,0.22,2.7,0.69,8.0,0.029,,,,,,USDA FoodData Central SR Legacy,6,,,0.20353982300884954,0.03475513428120063,6.33
168448,"Pumpkin, raw",,,,USDA reference,,1.0,6.5,0.1,0.5,2.76,1.0,0.013,,,,,,USDA FoodData Central SR Legacy,6,,,0.42461538461538456,0.013157894736842106,7.6
168449,"Pumpkin, cooked, boiled, drained, without salt",,,,USDA reference,,0.72,4.9,0.07,1.1,2.08,1.0,0.009,,,,,,USDA FoodData Central SR Legacy,6,,,0.42448979591836733,0.012302284710017574,5.69
168450,"Pumpkin, canned, without salt",,,,USDA reference,,1.1,8.09,0.28,2.9,3.3,5.0,0.037,,,,,,USDA FoodData Central SR Legacy,6,,,0.4079110012360939,0.02956705385427667,9.469999999999999
168451,"Radishes, oriental, raw",,,,USDA reference,,0.6,4.1,0.1,1.6,2.5,21.0,0.017,,,,,,USDA FoodData Central SR Legacy,6,,,0.6097560975609757,0.02083333333333334,4.799999999999999
168452,"Radishes, oriental, cooked, boiled, drained, without salt",,,,USDA reference,,0.67,3.43,0.24,1.6,1.83,13.0,0.04,,,,,,USDA FoodData Central SR Legacy,6,,,0.5335276967930029,0.0552995391705069,4.340000000000001
168453,"Radishes, oriental, dried",,,,USDA reference,,7.9,63.37,0.72,23.9,37.32,278.0,0.119,,,,,,USDA FoodData Central SR Legacy,6,,,0.5889222029351429,0.010001389081816919,71.99
168454,"Rutabagas, raw",,,,USDA reference,,1.08,8.62,0.16,2.3,4.46,12.0,0.025,,,,,,USDA FoodData Central SR Legacy,6,,,0.5174013921113689,0.016227180527383367,9.86
168455,"Rutabagas, cooked, boiled, drained, without salt",,,,USDA reference,,0.93,6.84,0.18,1.8,3.95,5.0,0.027,,,,,,USDA FoodData Central SR Legacy,6,,,0.5774853801169592,0.022641509433962266,7.949999999999999
168456,"Seaweed, irishmoss, raw",,,,USDA reference,,1.51,12.29,0.16,1.3,0.61,67.0,0.015,,,,,,USDA FoodData Central SR Legacy,6,,,0.04963384865744508,0.011461318051575933,13.959999999999999
168457,"Seaweed, kelp, raw",,,,USDA reference,,1.68,9.57,0.56,1.3,0.6,233.0,0.098,,,,,,USDA FoodData Central SR Legacy,6,,,0.06269592476489028,0.04741744284504657,11.81
168458,"Seaweed, laver, raw",,,,USDA reference,,5.81,5.11,0.28,0.3,0.49,48.0,0.025,,,,,,USDA FoodData Central SR Legacy,6,,,0.0958904109589041,0.025000000000000005,11.2
168460,"Soybeans, mature seeds, sprouted, cooked, steamed",,,,USDA reference,,8.47,6.53,4.45,0.8,0.52,10.0,1.009,,,,,,USDA FoodData Central SR Legacy,6,,,0.07963246554364471,0.22879177377892032,19.45
168461,"Soybeans, mature seeds, sprouted, cooked, stir-fried",,,,USDA reference,,13.1,9.4,7.1,0.8,,14.0,1.609,,,,,,USDA FoodData Central SR Legacy,5,,,,0.23986486486486483,29.6
168462,"Spinach, raw",,,,USDA reference,,2.86,3.63,0.39,2.2,0.42,79.0,0.01,,,,,,USDA FoodData Central SR Legacy,6,,,0.11570247933884298,0.05668604651162791,6.88
168463,"Spinach, cooked, boiled, drained, without salt",,,,USDA reference,,2.97,3.75,0.26,2.4,0.43,70.0,0.006,,,,,,USDA FoodData Central SR Legacy,6,,,0.11466666666666667,0.03724928366762178,6.98
168464,"Squash, summer, crookneck and straightneck, raw",,,,USDA reference,,1.01,3.88,0.27,1.0,2.88,2.0,0.013,,,,,,USDA FoodData Central SR Legacy,6,,,0.7422680412371134,0.05232558139534884,5.16
168465,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",,,,USDA reference,,1.04,3.79,0.39,1.1,2.48,1.0,0.023,,,,,,USDA FoodData Central SR Legacy,6,,,0.6543535620052771,0.07471264367816093,5.22
168466,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",,,,USDA reference,,0.61,2.96,0.07,1.4,1.19,5.0,0.005,,,,,,USDA FoodData Central SR Legacy,6,,,0.40202702702702703,0.019230769230769235,3.6399999999999997
168467,"Squash, summer, crookneck and straightneck, frozen, unprepared",,,,USDA reference,,0.83,4.8,0.14,1.2,,5.0,0.011,,,,,,USDA FoodData Central SR Legacy,5,,,,0.02426343154246101,5.77
168468,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",,,,USDA reference,,1.28,5.54,0.2,1.4,2.33,6.0,0.015,,,,,,USDA FoodData Central SR Legacy,6,,,0.4205776173285199,0.02849002849002849,7.0200000000000005
168469,"Squash, summer, zucchini, includes skin, frozen, unprepared",,,,USDA reference,,1.16,3.58,0.13,1.3,1.71,2.0,0.01,,,,,,USDA FoodData Central SR Legacy,6,,,0.47765363128491617,0.026694045174537988,4.87
168470,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",,,,USDA reference,,1.15,3.56,0.13,1.3,1.69,2.0,0.01,,,,,,USDA FoodData Central SR Legacy,6,,,0.4747191011235955,0.026859504132231406,4.84
168472,"Squash, winter, acorn, raw",,,,USDA reference,,0.8,10.42,0.1,1.5,,3.0,0.007,,,,,,USDA FoodData Central SR Legacy,5,,,,0.0088339222614841,11.32
168473,"Squash, winter, butternut, frozen, unprepared",,,,USDA reference,,1.76,14.41,0.1,1.3,2.83,2.0,0.007,,,,,,USDA FoodData Central SR Legacy,6,,,0.1963913948646773,0.006146281499692685,16.270000000000003
168475,"Squash, winter, hubbard, raw",,,,USDA reference,,2.0,8.7,0.5,3.9,3.95,7.0,0.037,,,,,,USDA FoodData Central SR Legacy,6,,,0.4540229885057472,0.044642857142857144,11.2
168476,"Squash, winter, hubbard, baked, without salt",,,,USDA reference,,2.48,10.81,0.62,4.9,4.9,8.0,0.046,,,,,,USDA FoodData Central SR Legacy,6,,,0.4532839962997225,0.04457225017972682,13.91
168477,"Succotash, (corn and limas), cooked, boiled, drained, without salt",,,,USDA reference,,5.07,24.38,0.8,4.5,,17.0,0.155,,,,,,USDA FoodData Central SR Legacy,5,,,,0.02644628099173554,30.25
168478,"Succotash, (corn and limas), canned, with cream style corn",,,,USDA reference,,2.64,17.61,0.54,3.0,,245.0,0.105,,,,,,USDA FoodData Central SR Legacy,5,,,,0.025974025974025976,20.79
168479,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",,,,USDA reference,,2.6,13.98,0.49,2.6,,221.0,0.096,,,,,,USDA FoodData Central SR Legacy,5,,,,0.028705330990041005,17.07
168480,"Succotash, (corn and limas), frozen, unprepared",,,,USDA reference,,4.31,19.94,0.89,4.0,,45.0,0.173,,,,,,USDA FoodData Central SR Legacy,5,,,,0.03540175019888624,25.14
168481,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",,,,USDA reference,,4.31,19.95,0.89,4.1,2.21,45.0,0.173,,,,,,USDA FoodData Central SR Legacy,6,,,0.11077694235588972,0.035387673956262425,25.15
168482,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,,1.57,20.12,0.05,3.0,4.18,55.0,0.001,,,,,,USDA FoodData Central SR Legacy,6,,,0.2077534791252485,0.0022999080036798527,21.740000000000002
168483,"Sweet potato, cooked, baked in skin, flesh, without salt",,,,USDA reference,,2.01,20.71,0.15,3.3,6.48,36.0,0.002,,,,,,USDA FoodData Central SR Legacy,6,,,0.312892322549493,0.006558810668998689,22.869999999999997
168484,"Sweet potato, cooked, boiled, without skin",,,,USDA reference,,1.37,17.72,0.14,2.5,5.74,27.0,0.0,,,,,,USDA FoodData Central SR Legacy,6,,,0.3239277652370203,0.0072802912116484665,19.23
168485,"Sweet potato, canned, vacuum pack",,,,USDA reference,,1.65,21.12,0.2,1.8,5.0,53.0,0.008,,,,,,USDA FoodData Central SR Legacy,6,,,0.23674242424242423,0.0087070091423596,22.97
168486,"Taro, cooked, without salt",,,,USDA reference,,0.52,34.6,0.11,5.1,0.49,15.0,0.009,,,,,,USDA FoodData Central SR Legacy,6,,,0.014161849710982659,0.0031223389156968488,35.230000000000004
168487,"Taro leaves, raw",,,,USDA reference,,4.98,6.7,0.74,3.7,3.01,3.0,0.06,,,,,,USDA FoodData Central SR Legacy,6,,,0.44925373134328356,0.05958132045088567,12.42
168488,"Taro leaves, cooked, steamed, without salt",,,,USDA reference,,2.72,4.02,0.41,2.0,,2.0,0.033,,,,,,USDA FoodData Central SR Legacy,5,,,,0.05734265734265734,7.15
168490,"Arrowroot, raw",,,,USDA reference,,4.24,13.39,0.2,1.3,,26.0,0.004,,,,,,USDA FoodData Central SR Legacy,5,,,,0.011217049915872124,17.830000000000002
168491,"Chrysanthemum leaves, raw",,,,USDA reference,,3.36,3.01,0.56,3.0,,118.0,,,,,,,USDA FoodData Central SR Legacy,5,,,,0.08080808080808081,6.93
168494,"Asparagus, frozen, cooked, boiled, drained, with salt",,,,USDA reference,,2.95,1.92,0.42,1.6,0.32,240.0,0.013,,,,,,USDA FoodData Central SR Legacy,6,,,0.16666666666666669,0.07939508506616257,5.29
168495,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",,,,USDA reference,,3.6,6.16,0.2,1.9,1.04,249.0,,,,,,,USDA FoodData Central SR Legacy,6,,,0.16883116883116883,0.020080321285140566,9.959999999999999
168496,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",,,,USDA reference,,0.84,4.32,0.18,2.0,1.95,242.0,,,,,,,USDA FoodData Central SR Legacy,6,,,0.45138888888888884,0.033707865168539325,5.34
168497,"Bamboo shoots, cooked, boiled, drained, with salt",,,,USDA reference,,1.53,1.52,0.22,1.0,,240.0,0.005,,,,,,USDA FoodData Central SR Legacy,5,,,,0.0672782874617737,3.27
168498,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",,,,USDA reference,,6.07,19.32,0.34,5.3,1.34,289.0,0.02,,,,,,USDA FoodData Central SR Legacy,6,,,0.06935817805383022,0.013214146910221531,25.73
168499,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",,,,USDA reference,,2.03,3.6,0.09,0.8,2.84,246.0,0.012,,,,,,USDA FoodData Central SR Legacy,6,,,0.7888888888888889,0.015734265734265736,5.72
168501,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",,,,USDA reference,,9.31,30.87,0.48,5.4,,319.0,0.035,,,,,,USDA FoodData Central SR Legacy,5,,,,0.011805213969503198,40.66
168502,"Beans, snap, green, canned, no salt added, solids and liquids",,,,USDA reference,,0.8,3.5,0.1,1.5,,14.0,0.004,,,,,,USDA FoodData Central SR Legacy,5,,,,0.02272727272727273,4.3999999999999995
168503,"Beans, snap, yellow, canned, regular pack, solids and liquids",,,,USDA reference,,0.8,3.5,0.1,1.5,0.62,259.0,0.004,,,,,,USDA FoodData Central SR Legacy,6,,,0.17714285714285713,0.02272727272727273,4.3999999999999995
168504,"Beans, snap, yellow, canned, no salt added, solids and liquids",,,,USDA reference,,0.8,3.5,0.1,1.5,0.62,14.0,0.004,,,,,,USDA FoodData Central SR Legacy,6,,,0.17714285714285713,0.02272727272727273,4.3999999999999995
168505,"Beans, snap, green, canned, no salt added, drained solids",,,,USDA reference,,1.12,4.32,0.46,1.9,0.78,2.0,0.019,,,,,,USDA FoodData Central SR Legacy,6,,,0.18055555555555555,0.07796610169491525,5.9
168506,"Beets, cooked, boiled. drained, with salt",,,,USDA reference,,1.68,9.96,0.18,2.0,7.96,285.0,0.035,,,,,,USDA FoodData Central SR Legacy,6,,,0.7991967871485943,0.015228426395939085,11.82
168507,"Beets, canned, no salt added, solids and liquids",,,,USDA reference,,0.8,6.57,0.07,1.2,5.38,21.0,0.013,,,,,,USDA FoodData Central SR Legacy,6,,,0.8188736681887366,0.009408602150537635,7.44
168508,"Beet greens, cooked, boiled, drained, with salt",,,,USDA reference,,2.57,5.46,0.2,2.9,0.6,477.0,0.038,,,,,,USDA FoodData Central SR Legacy,6,,,0.10989010989010989,0.024301336573511547,8.229999999999999
168510,"Broccoli, cooked, boiled, drained, with salt",,,,USDA reference,,2.38,7.18,0.41,3.3,1.39,262.0,0.04,,,,,,USDA FoodData Central SR Legacy,6,,,0.1935933147632312,0.041123370110330994,9.969999999999999
168511,"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",,,,USDA reference,,3.1,5.35,0.12,3.0,1.47,260.0,0.008,,,,,,USDA FoodData Central SR Legacy,6,,,0.27476635514018694,0.01400233372228705,8.569999999999999
168512,"Broccoli, frozen, spears, cooked, boiled, drained, with salt",,,,USDA reference,,3.1,5.35,0.11,3.0,1.44,260.0,0.008,,,,,,USDA FoodData Central SR Legacy,6,,,0.2691588785046729,0.012850467289719628,8.559999999999999
168513,"Brussels sprouts, cooked, boiled, drained, with salt",,,,USDA reference,,2.55,7.1,0.5,2.6,1.74,257.0,0.038,,,,,,USDA FoodData Central SR Legacy,6,,,0.24507042253521127,0.049261083743842374,10.149999999999999
168514,"Cabbage, common, cooked, boiled, drained, with salt",,,,USDA reference,,1.27,5.51,0.06,1.9,2.79,255.0,0.019,,,,,,USDA FoodData Central SR Legacy,6,,,0.5063520871143375,0.008771929824561405,6.839999999999999
168515,"Cabbage, red, cooked, boiled, drained, with salt",,,,USDA reference,,1.51,6.94,0.09,2.6,3.32,244.0,0.007,,,,,,USDA FoodData Central SR Legacy,6,,,0.478386167146974,0.010538641686182668,8.540000000000001
168516,"Cabbage, savoy, cooked, boiled, drained, with salt",,,,USDA reference,,1.8,5.41,0.09,2.8,,260.0,0.007,,,,,,USDA FoodData Central SR Legacy,5,,,,0.012328767123287671,7.3
168517,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",,,,USDA reference,,1.56,1.78,0.16,1.0,0.83,270.0,0.012,,,,,,USDA FoodData Central SR Legacy,6,,,0.46629213483146065,0.045714285714285714,3.5
168518,"Carrots, canned, no salt added, drained solids",,,,USDA reference,,0.64,5.54,0.19,1.5,2.48,42.0,0.009,,,,,,USDA FoodData Central SR Legacy,6,,,0.44765342960288806,0.029827315541601257,6.37
168519,"Carrots, frozen, cooked, boiled, drained, with salt",,,,USDA reference,,0.58,7.73,0.68,3.3,4.08,295.0,0.035,,,,,,USDA FoodData Central SR Legacy,6,,,0.5278137128072444,0.07563959955506118,8.99
168520,"Cauliflower, cooked, boiled, drained, with salt",,,,USDA reference,,1.84,4.11,0.45,2.3,1.86,242.0,0.032,,,,,,USDA FoodData Central SR Legacy,6,,,0.45255474452554745,0.0703125,6.4
168521,"Cauliflower, frozen, cooked, boiled, drained, with salt",,,,USDA reference,,1.61,3.16,0.22,2.7,0.46,254.0,0.015,,,,,,USDA FoodData Central SR Legacy,6,,,0.14556962025316456,0.044088176352705406,4.99
168522,"Chrysanthemum, garland, cooked, boiled, drained, with salt",,,,USDA reference,,1.64,4.31,0.09,2.3,2.01,289.0,,,,,,,USDA FoodData Central SR Legacy,6,,,0.46635730858468677,0.01490066225165563,6.039999999999999
168523,"Collards, cooked, boiled, drained, with salt",,,,USDA reference,,2.71,5.65,0.72,4.0,,252.0,0.026,,,,,,USDA FoodData Central SR Legacy,5,,,,0.07929515418502202,9.08
168524,"Collards, frozen, chopped, cooked, boiled, drained, with salt",,,,USDA reference,,2.97,7.1,0.41,2.8,0.57,286.0,,,,,,,USDA FoodData Central SR Legacy,6,,,0.08028169014084507,0.03912213740458015,10.48
168525,"Corn, sweet, yellow, cooked, boiled, drained, with salt",,,,USDA reference,,3.41,20.98,1.5,2.4,4.54,253.0,0.374,,,,,,USDA FoodData Central SR Legacy,6,,,0.2163965681601525,0.057937427578215524,25.89
168526,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",,,,USDA reference,,3.17,19.73,0.38,5.0,3.23,240.0,0.034,,,,,,USDA FoodData Central SR Legacy,6,,,0.16371008616320323,0.01632302405498282,23.279999999999998
168527,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt",,,,USDA reference,,8.49,23.5,0.66,6.4,4.46,241.0,0.06,,,,,,USDA FoodData Central SR Legacy,6,,,0.18978723404255318,0.020214395099540584,32.65
168530,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",,,,USDA reference,,0.66,13.75,0.34,2.9,5.17,257.0,0.063,,,,,,USDA FoodData Central SR Legacy,6,,,0.376,0.02305084745762712,14.75
168531,"Drumstick leaves, cooked, boiled, drained, with salt",,,,USDA reference,,5.27,11.15,0.93,2.0,1.0,245.0,,,,,,,USDA FoodData Central SR Legacy,6,,,0.08968609865470852,0.05360230547550432,17.35
168532,"Drumstick pods, cooked, boiled, drained, with salt",,,,USDA reference,,2.09,8.18,0.19,4.2,,279.0,,,,,,,USDA FoodData Central SR Legacy,5,,,,0.018164435946462717,10.459999999999999
168534,"Lambsquarters, cooked, boiled, drained, with salt",,,,USDA reference,,3.2,5.0,0.7,2.1,0.62,265.0,0.131,,,,,,USDA FoodData Central SR Legacy,6,,,0.124,0.07865168539325844,8.899999999999999
168535,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",,,,USDA reference,,0.81,7.62,0.2,1.0,2.11,246.0,0.003,,,,,,USDA FoodData Central SR Legacy,6,,,0.2769028871391076,0.023174971031286216,8.629999999999999
168536,"Lotus root, cooked, boiled, drained, with salt",,,,USDA reference,,1.58,16.02,0.07,3.1,,281.0,0.014,,,,,,USDA FoodData Central SR Legacy,5,,,,0.003961516694963215,17.67
168537,"Mushrooms, white, cooked, boiled, drained, with salt",,,,USDA reference,,2.17,5.29,0.47,2.2,2.34,238.0,0.008,,,,,,USDA FoodData Central SR Legacy,6,,,0.44234404536862,0.05926860025220681,7.93
168538,"Corn, sweet, white, raw",,,,USDA reference,,3.22,19.02,1.18,2.7,3.22,15.0,0.347,,,,,,USDA FoodData Central SR Legacy,6,,,0.16929547844374343,0.05038428693424424,23.419999999999998
168539,"Corn, sweet, white, cooked, boiled, drained, without salt",,,,USDA reference,,3.34,21.71,1.41,2.7,7.73,3.0,0.374,,,,,,USDA FoodData Central SR Legacy,6,,,0.35605711653615846,0.05328798185941042,26.46
168540,"Corn, sweet, white, cooked, boiled, drained, with salt",,,,USDA reference,,3.34,21.71,1.41,2.7,7.73,253.0,0.374,,,,,,USDA FoodData Central SR Legacy,6,,,0.35605711653615846,0.05328798185941042,26.46
168541,"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids",,,,USDA reference,,1.95,15.41,0.5,1.7,,213.0,0.144,,,,,,USDA FoodData Central SR Legacy,5,,,,0.027995520716685332,17.86
168542,"Corn, sweet, white, canned, vacuum pack, regular pack",,,,USDA reference,,2.41,19.44,0.5,2.0,,272.0,0.147,,,,,,USDA FoodData Central SR Legacy,5,,,,0.022371364653243846,22.35
168543,"Corn, sweet, white, canned, vacuum pack, no salt added",,,,USDA reference,,2.41,19.44,0.5,2.0,,3.0,0.147,,,,,,USDA FoodData Central SR Legacy,5,,,,0.022371364653243846,22.35
168544,"Corn, sweet, white, frozen, kernels cut off cob, unprepared",,,,USDA reference,,3.02,20.73,0.77,2.9,9.09,3.0,0.182,,,,,,USDA FoodData Central SR Legacy,6,,,0.4384949348769899,0.031402936378466556,24.52
168545,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",,,,USDA reference,,2.75,19.56,0.43,2.4,3.12,5.0,0.126,,,,,,USDA FoodData Central SR Legacy,6,,,0.15950920245398775,0.018909410729991204,22.74
168546,"Peppers, sweet, red, canned, solids and liquids",,,,USDA reference,,0.8,3.9,0.3,1.2,,1369.0,0.02,,,,,,USDA FoodData Central SR Legacy,5,,,,0.06,5.0
168547,"Peppers, sweet, red, frozen, chopped, unprepared",,,,USDA reference,,1.08,4.45,0.21,1.6,3.26,5.0,0.014,,,,,,USDA FoodData Central SR Legacy,6,,,0.7325842696629212,0.036585365853658534,5.74
168548,"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",,,,USDA reference,,0.95,3.31,0.18,0.8,2.86,4.0,0.012,,,,,,USDA FoodData Central SR Legacy,6,,,0.86404833836858,0.04054054054054054,4.4399999999999995
168549,"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",,,,USDA reference,,0.95,3.31,0.18,0.8,2.86,240.0,0.012,,,,,,USDA FoodData Central SR Legacy,6,,,0.86404833836858,0.04054054054054054,4.4399999999999995
168550,"Peppers, sweet, red, sauteed",,,,USDA reference,,1.04,6.57,12.75,1.8,4.28,21.0,2.287,,,,,,USDA FoodData Central SR Legacy,6,,,0.6514459665144596,0.6262278978388999,20.36
168553,"Tree fern, cooked, with salt",,,,USDA reference,,0.29,10.78,0.07,3.7,,241.0,,,,,,,USDA FoodData Central SR Legacy,5,,,,0.006283662477558349,11.139999999999999
168554,"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",,,,USDA reference,,2.05,14.4,4.93,2.2,,263.0,2.041,,,,,,USDA FoodData Central SR Legacy,5,,,,0.23058933582787652,21.38
168555,"Potatoes, mashed, home-prepared, whole milk and butter added",,,,USDA reference,,1.86,16.81,4.22,1.5,1.43,317.0,1.07,,,,,,USDA FoodData Central SR Legacy,6,,,0.08506841165972635,0.18435998252512015,22.889999999999997
168556,Catsup,,,,USDA reference,,1.04,27.4,0.1,0.3,21.27,907.0,0.015,,,,,,USDA FoodData Central SR Legacy,6,,,0.7762773722627737,0.0035038542396636303,28.54
168557,"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",,,,USDA reference,,2.5,4.3,0.1,0.6,1.72,6.0,0.002,,,,,,USDA FoodData Central SR Legacy,6,,,0.4,0.014492753623188408,6.8999999999999995
